Image,Solar Panels
solarpanels_native_3__x0_12698_y0_15759_dxdy_416.txt,3
solarpanels_native_1__x0_7177_y0_7561_dxdy_416.txt,1
solarpanels_native_2__x0_6880_y0_9736_dxdy_416.txt,6
solarpanels_native_2__x0_9492_y0_3814_dxdy_416.txt,8
solarpanels_native_3__x0_9161_y0_12925_dxdy_416.txt,6
solarpanels_native_1__x0_9818_y0_10582_dxdy_416.txt,9
solarpanels_native_1__x0_9384_y0_11061_dxdy_416.txt,14
solarpanels_native_1__x0_8350_y0_8860_dxdy_416.txt,6
solarpanels_native_1__x0_3870_y0_11610_dxdy_416.txt,15
solarpanels_native_1__x0_1762_y0_7503_dxdy_416.txt,5
solarpanels_native_2__x0_4705_y0_5568_dxdy_416.txt,3
solarpanels_native_2__x0_0_y0_935_dxdy_416.txt,6
solarpanels_native_2__x0_15310_y0_13971_dxdy_416.txt,2
solarpanels_native_2__x0_3795_y0_13017_dxdy_416.txt,6
solarpanels_native_2__x0_2753_y0_5166_dxdy_416.txt,38
solarpanels_native_1__x0_8326_y0_8594_dxdy_416.txt,15
solarpanels_native_1__x0_8146_y0_12213_dxdy_416.txt,19
solarpanels_native_2__x0_15145_y0_14074_dxdy_416.txt,3
solarpanels_native_2__x0_3744_y0_12441_dxdy_416.txt,5
solarpanels_native_2__x0_3727_y0_13123_dxdy_416.txt,5
solarpanels_native_1__x0_245_y0_7084_dxdy_416.txt,15
solarpanels_native_3__x0_3682_y0_12755_dxdy_416.txt,1
solarpanels_native_2__x0_573_y0_11193_dxdy_416.txt,23
solarpanels_native_2__x0_9826_y0_3292_dxdy_416.txt,9
solarpanels_native_2__x0_7013_y0_9828_dxdy_416.txt,7
solarpanels_native_2__x0_398_y0_10811_dxdy_416.txt,39
solarpanels_native_1__x0_8692_y0_12471_dxdy_416.txt,4
solarpanels_native_1__x0_1981_y0_9632_dxdy_416.txt,4
solarpanels_native_3__x0_9236_y0_12775_dxdy_416.txt,4
solarpanels_native_2__x0_13988_y0_7108_dxdy_416.txt,2
solarpanels_native_1__x0_13873_y0_14815_dxdy_416.txt,4
solarpanels_native_1__x0_217_y0_7081_dxdy_416.txt,14
solarpanels_native_2__x0_9436_y0_2624_dxdy_416.txt,5
solarpanels_native_1__x0_9612_y0_290_dxdy_416.txt,3
solarpanels_native_1__x0_8456_y0_13913_dxdy_416.txt,4
solarpanels_native_3__x0_11585_y0_9190_dxdy_416.txt,41
solarpanels_native_2__x0_8755_y0_4434_dxdy_416.txt,3
solarpanels_native_1__x0_3329_y0_13062_dxdy_416.txt,11
solarpanels_native_2__x0_8175_y0_2325_dxdy_416.txt,12
solarpanels_native_1__x0_8248_y0_7817_dxdy_416.txt,11
solarpanels_native_3__x0_9666_y0_14826_dxdy_416.txt,13
solarpanels_native_1__x0_1576_y0_6428_dxdy_416.txt,9
solarpanels_native_1__x0_7999_y0_8765_dxdy_416.txt,7
solarpanels_native_1__x0_7372_y0_12937_dxdy_416.txt,4
solarpanels_native_1__x0_2817_y0_10410_dxdy_416.txt,5
solarpanels_native_1__x0_1570_y0_9675_dxdy_416.txt,9
solarpanels_native_2__x0_5439_y0_5603_dxdy_416.txt,5
solarpanels_native_3__x0_9615_y0_13822_dxdy_416.txt,7
solarpanels_native_1__x0_3634_y0_10740_dxdy_416.txt,5
solarpanels_native_2__x0_2669_y0_5103_dxdy_416.txt,35
solarpanels_native_2__x0_5091_y0_6518_dxdy_416.txt,10
solarpanels_native_1__x0_7507_y0_12800_dxdy_416.txt,6
solarpanels_native_1__x0_9772_y0_10639_dxdy_416.txt,10
solarpanels_native_3__x0_9421_y0_14981_dxdy_416.txt,17
solarpanels_native_3__x0_5873_y0_10967_dxdy_416.txt,10
solarpanels_native_2__x0_7957_y0_2403_dxdy_416.txt,13
solarpanels_native_3__x0_6438_y0_11047_dxdy_416.txt,11
solarpanels_native_1__x0_13167_y0_14045_dxdy_416.txt,6
solarpanels_native_1__x0_3669_y0_12257_dxdy_416.txt,2
solarpanels_native_1__x0_7929_y0_9710_dxdy_416.txt,4
solarpanels_native_2__x0_5677_y0_6633_dxdy_416.txt,7
solarpanels_native_3__x0_5524_y0_970_dxdy_416.txt,7
solarpanels_native_1__x0_6815_y0_12404_dxdy_416.txt,30
solarpanels_native_3__x0_4104_y0_12589_dxdy_416.txt,5
solarpanels_native_3__x0_1044_y0_7709_dxdy_416.txt,6
solarpanels_native_1__x0_2884_y0_7809_dxdy_416.txt,6
solarpanels_native_1__x0_6221_y0_12249_dxdy_416.txt,12
solarpanels_native_3__x0_5235_y0_12918_dxdy_416.txt,20
solarpanels_native_1__x0_6746_y0_12301_dxdy_416.txt,38
solarpanels_native_3__x0_6466_y0_10581_dxdy_416.txt,6
solarpanels_native_2__x0_928_y0_10494_dxdy_416.txt,62
solarpanels_native_1__x0_6638_y0_8687_dxdy_416.txt,10
solarpanels_native_2__x0_2834_y0_5265_dxdy_416.txt,35
solarpanels_native_3__x0_299_y0_7022_dxdy_416.txt,9
solarpanels_native_3__x0_4695_y0_12385_dxdy_416.txt,9
solarpanels_native_3__x0_2187_y0_13474_dxdy_416.txt,5
solarpanels_native_1__x0_7519_y0_8486_dxdy_416.txt,7
solarpanels_native_3__x0_14096_y0_13954_dxdy_416.txt,1
solarpanels_native_1__x0_8450_y0_10250_dxdy_416.txt,8
solarpanels_native_1__x0_8582_y0_11150_dxdy_416.txt,9
solarpanels_native_3__x0_12138_y0_11539_dxdy_416.txt,11
solarpanels_native_1__x0_2164_y0_8552_dxdy_416.txt,2
solarpanels_native_3__x0_9676_y0_14699_dxdy_416.txt,14
solarpanels_native_3__x0_5094_y0_14534_dxdy_416.txt,9
solarpanels_native_3__x0_5994_y0_11614_dxdy_416.txt,3
solarpanels_native_3__x0_9715_y0_9476_dxdy_416.txt,4
solarpanels_native_2__x0_11313_y0_12214_dxdy_416.txt,5
solarpanels_native_2__x0_393_y0_11150_dxdy_416.txt,30
solarpanels_native_1__x0_1782_y0_6498_dxdy_416.txt,14
solarpanels_native_1__x0_983_y0_8163_dxdy_416.txt,6
solarpanels_native_2__x0_8555_y0_3579_dxdy_416.txt,3
solarpanels_native_3__x0_4639_y0_12827_dxdy_416.txt,6
solarpanels_native_2__x0_5245_y0_5664_dxdy_416.txt,13
solarpanels_native_3__x0_11815_y0_9072_dxdy_416.txt,51
solarpanels_native_1__x0_8385_y0_9752_dxdy_416.txt,6
solarpanels_native_2__x0_9656_y0_2596_dxdy_416.txt,7
solarpanels_native_2__x0_8684_y0_3319_dxdy_416.txt,4
solarpanels_native_1__x0_8142_y0_8745_dxdy_416.txt,10
solarpanels_native_2__x0_7062_y0_9845_dxdy_416.txt,7
solarpanels_native_2__x0_901_y0_10926_dxdy_416.txt,2
solarpanels_native_1__x0_1027_y0_7149_dxdy_416.txt,6
solarpanels_native_3__x0_4350_y0_3556_dxdy_416.txt,6
solarpanels_native_1__x0_7801_y0_9850_dxdy_416.txt,6
solarpanels_native_3__x0_6330_y0_13095_dxdy_416.txt,4
solarpanels_native_3__x0_11669_y0_8978_dxdy_416.txt,42
solarpanels_native_3__x0_3680_y0_7743_dxdy_416.txt,6
solarpanels_native_2__x0_11699_y0_346_dxdy_416.txt,2
solarpanels_native_3__x0_4415_y0_3744_dxdy_416.txt,9
solarpanels_native_3__x0_8593_y0_9194_dxdy_416.txt,4
solarpanels_native_2__x0_9565_y0_3689_dxdy_416.txt,9
solarpanels_native_1__x0_13780_y0_14885_dxdy_416.txt,4
solarpanels_native_3__x0_3466_y0_0_dxdy_416.txt,5
solarpanels_native_2__x0_708_y0_10623_dxdy_416.txt,77
solarpanels_native_1__x0_2499_y0_10481_dxdy_416.txt,4
solarpanels_native_3__x0_9322_y0_9896_dxdy_416.txt,3
solarpanels_native_1__x0_3888_y0_10786_dxdy_416.txt,5
solarpanels_native_2__x0_14692_y0_14213_dxdy_416.txt,2
solarpanels_native_1__x0_1099_y0_7866_dxdy_416.txt,10
solarpanels_native_1__x0_5733_y0_13115_dxdy_416.txt,10
solarpanels_native_3__x0_4471_y0_3753_dxdy_416.txt,9
solarpanels_native_1__x0_5472_y0_12892_dxdy_416.txt,7
solarpanels_native_2__x0_5077_y0_6507_dxdy_416.txt,9
solarpanels_native_2__x0_49_y0_11644_dxdy_416.txt,30
solarpanels_native_1__x0_7842_y0_11212_dxdy_416.txt,4
solarpanels_native_3__x0_14324_y0_7673_dxdy_416.txt,8
solarpanels_native_1__x0_6472_y0_12510_dxdy_416.txt,9
solarpanels_native_1__x0_12327_y0_13992_dxdy_416.txt,2
solarpanels_native_1__x0_6535_y0_12169_dxdy_416.txt,27
solarpanels_native_1__x0_2714_y0_9512_dxdy_416.txt,4
solarpanels_native_3__x0_7403_y0_13361_dxdy_416.txt,2
solarpanels_native_3__x0_8886_y0_9496_dxdy_416.txt,3
solarpanels_native_1__x0_139_y0_6989_dxdy_416.txt,14
solarpanels_native_2__x0_2431_y0_4920_dxdy_416.txt,7
solarpanels_native_2__x0_8478_y0_3018_dxdy_416.txt,6
solarpanels_native_3__x0_9414_y0_14966_dxdy_416.txt,17
solarpanels_native_1__x0_8114_y0_9513_dxdy_416.txt,1
solarpanels_native_3__x0_8314_y0_12090_dxdy_416.txt,10
solarpanels_native_1__x0_8504_y0_10413_dxdy_416.txt,10
solarpanels_native_2__x0_0_y0_14215_dxdy_416.txt,8
solarpanels_native_2__x0_1063_y0_10729_dxdy_416.txt,13
solarpanels_native_1__x0_1903_y0_9137_dxdy_416.txt,5
solarpanels_native_1__x0_8701_y0_10100_dxdy_416.txt,3
solarpanels_native_1__x0_6631_y0_12239_dxdy_416.txt,43
solarpanels_native_2__x0_5054_y0_5888_dxdy_416.txt,17
solarpanels_native_1__x0_735_y0_8656_dxdy_416.txt,16
solarpanels_native_3__x0_7358_y0_9505_dxdy_416.txt,7
solarpanels_native_3__x0_7923_y0_4928_dxdy_416.txt,2
solarpanels_native_1__x0_2191_y0_6096_dxdy_416.txt,8
solarpanels_native_1__x0_1179_y0_3820_dxdy_416.txt,4
solarpanels_native_1__x0_7046_y0_11045_dxdy_416.txt,4
solarpanels_native_1__x0_3904_y0_11864_dxdy_416.txt,10
solarpanels_native_3__x0_9965_y0_11241_dxdy_416.txt,3
solarpanels_native_2__x0_44_y0_11587_dxdy_416.txt,34
solarpanels_native_1__x0_8694_y0_12097_dxdy_416.txt,6
solarpanels_native_3__x0_9056_y0_4753_dxdy_416.txt,4
solarpanels_native_1__x0_8295_y0_8269_dxdy_416.txt,7
solarpanels_native_1__x0_9848_y0_10589_dxdy_416.txt,10
solarpanels_native_3__x0_9073_y0_13975_dxdy_416.txt,1
solarpanels_native_2__x0_830_y0_10619_dxdy_416.txt,63
solarpanels_native_2__x0_11289_y0_8343_dxdy_416.txt,5
solarpanels_native_1__x0_8028_y0_11500_dxdy_416.txt,5
solarpanels_native_2__x0_851_y0_10593_dxdy_416.txt,63
solarpanels_native_1__x0_8274_y0_7639_dxdy_416.txt,8
solarpanels_native_3__x0_10361_y0_9859_dxdy_416.txt,36
solarpanels_native_2__x0_3706_y0_12994_dxdy_416.txt,8
solarpanels_native_2__x0_9588_y0_2246_dxdy_416.txt,2
solarpanels_native_1__x0_7786_y0_11517_dxdy_416.txt,6
solarpanels_native_3__x0_8029_y0_11763_dxdy_416.txt,3
solarpanels_native_1__x0_2128_y0_9380_dxdy_416.txt,6
solarpanels_native_2__x0_8590_y0_2900_dxdy_416.txt,4
solarpanels_native_1__x0_1621_y0_9103_dxdy_416.txt,12
solarpanels_native_2__x0_2809_y0_5064_dxdy_416.txt,37
solarpanels_native_1__x0_8414_y0_10290_dxdy_416.txt,5
solarpanels_native_2__x0_5823_y0_5890_dxdy_416.txt,3
solarpanels_native_1__x0_158_y0_7719_dxdy_416.txt,8
solarpanels_native_1__x0_8104_y0_12205_dxdy_416.txt,19
solarpanels_native_3__x0_8489_y0_9347_dxdy_416.txt,5
solarpanels_native_1__x0_8596_y0_11097_dxdy_416.txt,9
solarpanels_native_1__x0_1434_y0_7503_dxdy_416.txt,9
solarpanels_native_2__x0_9654_y0_3385_dxdy_416.txt,7
solarpanels_native_3__x0_6504_y0_10854_dxdy_416.txt,14
solarpanels_native_1__x0_6714_y0_12262_dxdy_416.txt,41
solarpanels_native_2__x0_9283_y0_3998_dxdy_416.txt,7
solarpanels_native_3__x0_5039_y0_12890_dxdy_416.txt,12
solarpanels_native_1__x0_5697_y0_13057_dxdy_416.txt,6
solarpanels_native_3__x0_8626_y0_14748_dxdy_416.txt,7
solarpanels_native_2__x0_11073_y0_12157_dxdy_416.txt,9
solarpanels_native_3__x0_7615_y0_12751_dxdy_416.txt,2
solarpanels_native_3__x0_8697_y0_14412_dxdy_416.txt,10
solarpanels_native_1__x0_1528_y0_7291_dxdy_416.txt,7
solarpanels_native_3__x0_3684_y0_15667_dxdy_416.txt,3
solarpanels_native_1__x0_8709_y0_11587_dxdy_416.txt,2
solarpanels_native_3__x0_5664_y0_14411_dxdy_416.txt,2
solarpanels_native_3__x0_357_y0_6901_dxdy_416.txt,11
solarpanels_native_1__x0_3061_y0_8047_dxdy_416.txt,3
solarpanels_native_1__x0_8518_y0_10576_dxdy_416.txt,12
solarpanels_native_1__x0_9122_y0_11446_dxdy_416.txt,2
solarpanels_native_1__x0_8119_y0_12186_dxdy_416.txt,19
solarpanels_native_1__x0_3175_y0_9943_dxdy_416.txt,4
solarpanels_native_3__x0_10073_y0_13398_dxdy_416.txt,1
solarpanels_native_3__x0_5171_y0_14554_dxdy_416.txt,9
solarpanels_native_2__x0_563_y0_10644_dxdy_416.txt,55
solarpanels_native_3__x0_5112_y0_12762_dxdy_416.txt,13
solarpanels_native_1__x0_10045_y0_10827_dxdy_416.txt,8
solarpanels_native_3__x0_3759_y0_9745_dxdy_416.txt,2
solarpanels_native_2__x0_201_y0_2967_dxdy_416.txt,2
solarpanels_native_2__x0_512_y0_11035_dxdy_416.txt,31
solarpanels_native_1__x0_6570_y0_12065_dxdy_416.txt,24
solarpanels_native_3__x0_2935_y0_8455_dxdy_416.txt,2
solarpanels_native_1__x0_769_y0_8559_dxdy_416.txt,13
solarpanels_native_3__x0_5909_y0_8922_dxdy_416.txt,5
solarpanels_native_2__x0_546_y0_10650_dxdy_416.txt,53
solarpanels_native_1__x0_7875_y0_8280_dxdy_416.txt,16
solarpanels_native_1__x0_1261_y0_6001_dxdy_416.txt,4
solarpanels_native_3__x0_10257_y0_9834_dxdy_416.txt,40
solarpanels_native_2__x0_2819_y0_4792_dxdy_416.txt,8
solarpanels_native_1__x0_7918_y0_11152_dxdy_416.txt,6
solarpanels_native_2__x0_8269_y0_2290_dxdy_416.txt,6
solarpanels_native_1__x0_8629_y0_10613_dxdy_416.txt,12
solarpanels_native_3__x0_10458_y0_11642_dxdy_416.txt,2
solarpanels_native_1__x0_3625_y0_10789_dxdy_416.txt,5
solarpanels_native_1__x0_4310_y0_13077_dxdy_416.txt,8
solarpanels_native_3__x0_9588_y0_13939_dxdy_416.txt,8
solarpanels_native_1__x0_6829_y0_12320_dxdy_416.txt,29
solarpanels_native_1__x0_3502_y0_11572_dxdy_416.txt,1
solarpanels_native_2__x0_9515_y0_3753_dxdy_416.txt,9
solarpanels_native_3__x0_10261_y0_6868_dxdy_416.txt,3
solarpanels_native_1__x0_1929_y0_6891_dxdy_416.txt,18
solarpanels_native_2__x0_671_y0_10633_dxdy_416.txt,74
solarpanels_native_1__x0_437_y0_7966_dxdy_416.txt,6
solarpanels_native_1__x0_12812_y0_14096_dxdy_416.txt,4
solarpanels_native_1__x0_5679_y0_13003_dxdy_416.txt,7
solarpanels_native_3__x0_11721_y0_8940_dxdy_416.txt,35
solarpanels_native_3__x0_11868_y0_9081_dxdy_416.txt,46
solarpanels_native_1__x0_4625_y0_11563_dxdy_416.txt,15
solarpanels_native_1__x0_3917_y0_12234_dxdy_416.txt,5
solarpanels_native_2__x0_0_y0_894_dxdy_416.txt,6
solarpanels_native_1__x0_1663_y0_7088_dxdy_416.txt,12
solarpanels_native_1__x0_12719_y0_14234_dxdy_416.txt,3
solarpanels_native_2__x0_0_y0_11569_dxdy_416.txt,34
solarpanels_native_1__x0_10338_y0_11025_dxdy_416.txt,4
solarpanels_native_1__x0_6614_y0_12487_dxdy_416.txt,25
solarpanels_native_3__x0_4025_y0_3822_dxdy_416.txt,3
solarpanels_native_1__x0_2656_y0_10419_dxdy_416.txt,8
solarpanels_native_1__x0_8129_y0_10391_dxdy_416.txt,3
solarpanels_native_3__x0_11625_y0_9272_dxdy_416.txt,41
solarpanels_native_3__x0_8121_y0_12144_dxdy_416.txt,11
solarpanels_native_3__x0_8833_y0_12288_dxdy_416.txt,8
solarpanels_native_3__x0_4619_y0_3715_dxdy_416.txt,5
solarpanels_native_3__x0_358_y0_6808_dxdy_416.txt,11
solarpanels_native_2__x0_5600_y0_5265_dxdy_416.txt,12
solarpanels_native_1__x0_6618_y0_12135_dxdy_416.txt,38
solarpanels_native_1__x0_6803_y0_9754_dxdy_416.txt,8
solarpanels_native_2__x0_11044_y0_12078_dxdy_416.txt,8
solarpanels_native_3__x0_13327_y0_4675_dxdy_416.txt,5
solarpanels_native_3__x0_9559_y0_12975_dxdy_416.txt,4
solarpanels_native_2__x0_2818_y0_4793_dxdy_416.txt,8
solarpanels_native_3__x0_9317_y0_14022_dxdy_416.txt,5
solarpanels_native_2__x0_5643_y0_5508_dxdy_416.txt,17
solarpanels_native_2__x0_2577_y0_5191_dxdy_416.txt,14
solarpanels_native_1__x0_1511_y0_9177_dxdy_416.txt,9
solarpanels_native_1__x0_5119_y0_13222_dxdy_416.txt,4
solarpanels_native_2__x0_0_y0_14283_dxdy_416.txt,8
solarpanels_native_1__x0_1498_y0_9554_dxdy_416.txt,8
solarpanels_native_1__x0_3097_y0_10285_dxdy_416.txt,7
solarpanels_native_1__x0_6836_y0_12311_dxdy_416.txt,29
solarpanels_native_2__x0_5680_y0_6756_dxdy_416.txt,6
solarpanels_native_2__x0_2447_y0_4599_dxdy_416.txt,14
solarpanels_native_2__x0_11823_y0_6030_dxdy_416.txt,3
solarpanels_native_1__x0_8428_y0_7646_dxdy_416.txt,8
solarpanels_native_3__x0_3793_y0_15652_dxdy_416.txt,3
solarpanels_native_1__x0_4225_y0_6594_dxdy_416.txt,4
solarpanels_native_3__x0_11603_y0_9171_dxdy_416.txt,46
solarpanels_native_2__x0_15680_y0_14125_dxdy_416.txt,8
solarpanels_native_2__x0_9310_y0_3032_dxdy_416.txt,3
solarpanels_native_3__x0_14138_y0_8590_dxdy_416.txt,3
solarpanels_native_3__x0_9191_y0_13425_dxdy_416.txt,5
solarpanels_native_3__x0_6554_y0_10842_dxdy_416.txt,14
solarpanels_native_3__x0_2898_y0_8554_dxdy_416.txt,2
solarpanels_native_3__x0_4508_y0_15260_dxdy_416.txt,5
solarpanels_native_3__x0_11624_y0_9272_dxdy_416.txt,40
solarpanels_native_2__x0_8446_y0_2935_dxdy_416.txt,6
solarpanels_native_2__x0_5493_y0_5213_dxdy_416.txt,8
solarpanels_native_3__x0_5992_y0_11299_dxdy_416.txt,5
solarpanels_native_1__x0_392_y0_6994_dxdy_416.txt,8
solarpanels_native_3__x0_8476_y0_14592_dxdy_416.txt,9
solarpanels_native_1__x0_1155_y0_7773_dxdy_416.txt,11
solarpanels_native_3__x0_4967_y0_13867_dxdy_416.txt,7
solarpanels_native_3__x0_5836_y0_5062_dxdy_416.txt,1
solarpanels_native_2__x0_8541_y0_1424_dxdy_416.txt,9
solarpanels_native_3__x0_11866_y0_9252_dxdy_416.txt,40
solarpanels_native_1__x0_5683_y0_13035_dxdy_416.txt,7
solarpanels_native_2__x0_60_y0_13977_dxdy_416.txt,7
solarpanels_native_2__x0_4083_y0_5890_dxdy_416.txt,4
solarpanels_native_1__x0_764_y0_7610_dxdy_416.txt,12
solarpanels_native_2__x0_684_y0_10764_dxdy_416.txt,49
solarpanels_native_3__x0_1335_y0_7759_dxdy_416.txt,7
solarpanels_native_1__x0_9462_y0_10952_dxdy_416.txt,18
solarpanels_native_3__x0_14706_y0_207_dxdy_416.txt,2
solarpanels_native_2__x0_2603_y0_5197_dxdy_416.txt,20
solarpanels_native_1__x0_0_y0_7229_dxdy_416.txt,15
solarpanels_native_2__x0_7885_y0_2308_dxdy_416.txt,11
solarpanels_native_3__x0_10983_y0_10010_dxdy_416.txt,10
solarpanels_native_1__x0_3802_y0_11549_dxdy_416.txt,15
solarpanels_native_1__x0_1602_y0_8090_dxdy_416.txt,3
solarpanels_native_3__x0_9687_y0_14891_dxdy_416.txt,10
solarpanels_native_1__x0_8688_y0_8158_dxdy_416.txt,5
solarpanels_native_3__x0_8153_y0_14292_dxdy_416.txt,6
solarpanels_native_1__x0_8166_y0_8730_dxdy_416.txt,12
solarpanels_native_3__x0_6137_y0_13322_dxdy_416.txt,6
solarpanels_native_2__x0_4715_y0_5526_dxdy_416.txt,3
solarpanels_native_2__x0_11200_y0_61_dxdy_416.txt,3
solarpanels_native_3__x0_9766_y0_14796_dxdy_416.txt,11
solarpanels_native_3__x0_10156_y0_9829_dxdy_416.txt,43
solarpanels_native_3__x0_12551_y0_10967_dxdy_416.txt,8
solarpanels_native_3__x0_13285_y0_4597_dxdy_416.txt,5
solarpanels_native_1__x0_1084_y0_8849_dxdy_416.txt,10
solarpanels_native_2__x0_6442_y0_2778_dxdy_416.txt,7
solarpanels_native_3__x0_6963_y0_9671_dxdy_416.txt,2
solarpanels_native_2__x0_460_y0_11084_dxdy_416.txt,30
solarpanels_native_1__x0_762_y0_8855_dxdy_416.txt,15
solarpanels_native_3__x0_13768_y0_15968_dxdy_416.txt,2
solarpanels_native_1__x0_4826_y0_11328_dxdy_416.txt,7
solarpanels_native_1__x0_8143_y0_7684_dxdy_416.txt,8
solarpanels_native_3__x0_5926_y0_12796_dxdy_416.txt,2
solarpanels_native_1__x0_8565_y0_11093_dxdy_416.txt,9
solarpanels_native_1__x0_6682_y0_12260_dxdy_416.txt,42
solarpanels_native_1__x0_3010_y0_10238_dxdy_416.txt,8
solarpanels_native_1__x0_4773_y0_6078_dxdy_416.txt,7
solarpanels_native_3__x0_5545_y0_12093_dxdy_416.txt,2
solarpanels_native_3__x0_2887_y0_1909_dxdy_416.txt,3
solarpanels_native_2__x0_5187_y0_6620_dxdy_416.txt,12
solarpanels_native_3__x0_4823_y0_13720_dxdy_416.txt,8
solarpanels_native_3__x0_6033_y0_12692_dxdy_416.txt,3
solarpanels_native_3__x0_4584_y0_6262_dxdy_416.txt,2
solarpanels_native_3__x0_13645_y0_4643_dxdy_416.txt,2
solarpanels_native_3__x0_14153_y0_7673_dxdy_416.txt,7
solarpanels_native_2__x0_811_y0_10457_dxdy_416.txt,64
solarpanels_native_1__x0_675_y0_7685_dxdy_416.txt,11
solarpanels_native_1__x0_9486_y0_11065_dxdy_416.txt,14
solarpanels_native_3__x0_11100_y0_12917_dxdy_416.txt,8
solarpanels_native_2__x0_10085_y0_3245_dxdy_416.txt,9
solarpanels_native_1__x0_1982_y0_6811_dxdy_416.txt,8
solarpanels_native_1__x0_1423_y0_9759_dxdy_416.txt,8
solarpanels_native_3__x0_5830_y0_11593_dxdy_416.txt,4
solarpanels_native_3__x0_2595_y0_13238_dxdy_416.txt,6
solarpanels_native_3__x0_9549_y0_13803_dxdy_416.txt,7
solarpanels_native_1__x0_6657_y0_12217_dxdy_416.txt,42
solarpanels_native_1__x0_7624_y0_12848_dxdy_416.txt,5
solarpanels_native_3__x0_11094_y0_9747_dxdy_416.txt,17
solarpanels_native_1__x0_3930_y0_11821_dxdy_416.txt,16
solarpanels_native_1__x0_4774_y0_11627_dxdy_416.txt,11
solarpanels_native_3__x0_4588_y0_6256_dxdy_416.txt,2
solarpanels_native_3__x0_10952_y0_10100_dxdy_416.txt,7
solarpanels_native_1__x0_9379_y0_11727_dxdy_416.txt,4
solarpanels_native_3__x0_5996_y0_10933_dxdy_416.txt,10
solarpanels_native_2__x0_9740_y0_3440_dxdy_416.txt,7
solarpanels_native_3__x0_9510_y0_14767_dxdy_416.txt,20
solarpanels_native_2__x0_764_y0_10437_dxdy_416.txt,62
solarpanels_native_3__x0_7208_y0_12603_dxdy_416.txt,2
solarpanels_native_3__x0_9979_y0_10637_dxdy_416.txt,5
solarpanels_native_3__x0_10320_y0_9771_dxdy_416.txt,38
solarpanels_native_3__x0_4358_y0_13056_dxdy_416.txt,3
solarpanels_native_3__x0_11282_y0_13300_dxdy_416.txt,1
solarpanels_native_1__x0_9503_y0_208_dxdy_416.txt,3
solarpanels_native_2__x0_9564_y0_7454_dxdy_416.txt,4
solarpanels_native_2__x0_11265_y0_0_dxdy_416.txt,3
solarpanels_native_3__x0_4620_y0_12641_dxdy_416.txt,8
solarpanels_native_3__x0_5911_y0_11096_dxdy_416.txt,12
solarpanels_native_3__x0_4840_y0_12624_dxdy_416.txt,15
solarpanels_native_2__x0_866_y0_10348_dxdy_416.txt,42
solarpanels_native_3__x0_4732_y0_12754_dxdy_416.txt,9
solarpanels_native_1__x0_3653_y0_13166_dxdy_416.txt,9
solarpanels_native_3__x0_474_y0_6871_dxdy_416.txt,13
solarpanels_native_1__x0_8233_y0_11052_dxdy_416.txt,5
solarpanels_native_1__x0_8199_y0_0_dxdy_416.txt,3
solarpanels_native_3__x0_10253_y0_9767_dxdy_416.txt,40
solarpanels_native_3__x0_10942_y0_9325_dxdy_416.txt,14
solarpanels_native_1__x0_1299_y0_6081_dxdy_416.txt,4
solarpanels_native_1__x0_3674_y0_12943_dxdy_416.txt,8
solarpanels_native_3__x0_11778_y0_9079_dxdy_416.txt,52
solarpanels_native_2__x0_11496_y0_3981_dxdy_416.txt,1
solarpanels_native_3__x0_2457_y0_13104_dxdy_416.txt,7
solarpanels_native_1__x0_8271_y0_12537_dxdy_416.txt,6
solarpanels_native_1__x0_1978_y0_7454_dxdy_416.txt,6
solarpanels_native_2__x0_5176_y0_6131_dxdy_416.txt,6
solarpanels_native_1__x0_368_y0_7395_dxdy_416.txt,8
solarpanels_native_3__x0_8551_y0_11902_dxdy_416.txt,2
solarpanels_native_1__x0_6780_y0_12193_dxdy_416.txt,35
solarpanels_native_1__x0_8142_y0_12149_dxdy_416.txt,19
solarpanels_native_1__x0_7498_y0_8480_dxdy_416.txt,7
solarpanels_native_3__x0_5982_y0_13833_dxdy_416.txt,3
solarpanels_native_2__x0_5817_y0_5587_dxdy_416.txt,14
solarpanels_native_2__x0_5175_y0_5766_dxdy_416.txt,17
solarpanels_native_2__x0_8053_y0_2441_dxdy_416.txt,14
solarpanels_native_3__x0_9476_y0_14882_dxdy_416.txt,21
solarpanels_native_1__x0_7474_y0_9842_dxdy_416.txt,5
solarpanels_native_1__x0_857_y0_8894_dxdy_416.txt,12
solarpanels_native_2__x0_5795_y0_5600_dxdy_416.txt,13
solarpanels_native_2__x0_5033_y0_5566_dxdy_416.txt,10
solarpanels_native_1__x0_5690_y0_13412_dxdy_416.txt,9
solarpanels_native_1__x0_6815_y0_12205_dxdy_416.txt,30
solarpanels_native_1__x0_6625_y0_12006_dxdy_416.txt,14
solarpanels_native_2__x0_5255_y0_5730_dxdy_416.txt,13
solarpanels_native_1__x0_8334_y0_8417_dxdy_416.txt,14
solarpanels_native_3__x0_11151_y0_2199_dxdy_416.txt,4
solarpanels_native_2__x0_4200_y0_13467_dxdy_416.txt,4
solarpanels_native_2__x0_334_y0_10838_dxdy_416.txt,33
solarpanels_native_3__x0_10164_y0_9908_dxdy_416.txt,42
solarpanels_native_3__x0_4324_y0_3774_dxdy_416.txt,8
solarpanels_native_1__x0_2241_y0_6851_dxdy_416.txt,5
solarpanels_native_3__x0_10163_y0_9832_dxdy_416.txt,42
solarpanels_native_3__x0_2375_y0_12977_dxdy_416.txt,3
